id,title,url,source,publish_date,isFakeNews,nb_title_found
Fake_1-Webpage,Proof The Mainstream Media Is Manipulating The Election By Taking Bill Clinton Out Of Context,http://www.addictinginfo.org/2016/09/19/proof-the-mainstream-media-is-manipulating-the-election-by-taking-bill-clinton-out-of-context/,http://www.addictinginfo.org,1474243200000.0,True,2.0
Fake_10-Webpage,Charity: Clinton Foundation Distributed “Watered-Down” AIDS Drugs to Sub-Saharan Africa – Eagle Rising,http://eaglerising.com/36899/charity-clinton-foundation-distributed-watered-down-aids-drugs-to-sub-saharan-africa/,http://eaglerising.com,1474416521000.0,True,1.0
Fake_11-Webpage,A Hillary Clinton Administration May be Entirely Run by a FIGUREHEAD – Eagle Rising,http://eaglerising.com/36880/a-hillary-clinton-administration-may-be-entirely-run-by-a-figurehead/,http://eaglerising.com,1474416638000.0,True,1.0
Fake_12-Webpage,Trump’s Latest Campaign Promise May Be His Most Horrible One Yet,http://www.addictinginfo.org/2016/09/19/trumps-latest-campaign-promise-may-be-his-most-horrible-one-yet/,http://www.addictinginfo.org,1474243200000.0,True,2.0
Fake_13-Webpage,Website is Down For Maintenance,http://www.proudcons.com/clinton-foundation-caught-in-their-most-disturbing-scheme-yet-countless-people-died/,http://www.proudcons.com,,True,506000.0
Fake_14-Webpage,Obama Pushes One World Government,http://allenwestrepublic.com/2016/09/20/obama-pushes-one-world-government/,http://allenwestrepublic.com,1474329600000.0,True,1.0
Fake_15-Webpage,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,http://eaglerising.com/36847/clinton-foundation-spent-5-7-on-charity-rest-went-to-salaries-and-other-expenses/,http://eaglerising.com,1474326713000.0,True,4760.0
Fake_16-Webpage,WHOA! NEW DISTURBING VIDEO Shows HILLARY'S Campaign Likely FAKED Her Audience At NC Rally * 100percentfedUp.com,http://100percentfedup.com/new-disturbing-video-shows-hillarys-campaign-likely-faked-audience-nc-rally/,http://100percentfedup.com,1474328384000.0,True,8.0
Fake_17-Webpage,Is it the Beginning of the End for Hillary Clinton? – Eagle Rising,http://eaglerising.com/36912/is-it-the-beginning-of-the-end-for-hillary-clinton/,http://eaglerising.com,1474444240000.0,True,1.0
Fake_18-Webpage,Californians Had Special Way to View the Eclipse… Now Hospitals Are Filling up,http://conservativebyte.com/2016/09/hillary-bad-mouths-christians/,http://conservativebyte.com,,True,2.0
Fake_19-Webpage,Obama Just DISGRACED The U.S. By Surrendering To ISIS In Front Of Entire U.N. ⋆ US Herald,https://goo.gl/aRYFof,https://goo.gl,1474412623000.0,True,1.0
Fake_2-Webpage,Declassified Docs Show That Obama Admin Created ISIS In 2012 To Use As A 'Tool' ⋆ US Herald,http://usherald.com/breaking-declassified-docs-show-that-obama-admin-created-isis-in-2012-to-use-as-a-tool?utm_source=aep&utm_medium=obamadeclassifiedisistool&utm_campaign=fbext,http://usherald.com,1432650030000.0,True,2.0
Fake_20-Webpage,A Hillary Clinton Administration May be Entirely Run by a FIGUREHEAD – Eagle Rising,http://eaglerising.com/36880/a-hillary-clinton-administration-may-be-entirely-run-by-a-figurehead/,http://eaglerising.com,1474416638000.0,True,1.0
Fake_21-Webpage,BREAKING: Did Hillary Clinton Have a Nervous Breakdown?,http://theblacksphere.net/2016/09/breaking-did-hillary-clinton-have-a-nervous-breakdown/,http://theblacksphere.net,1474455643000.0,True,1.0
Fake_22-Webpage,Hillary Denies She and Obama Founded ISIS…Then This Video Shows Up,,,,True,1.0
Fake_23-Webpage,Trump Just Made A Campaign Promise So Ridiculous It Makes ‘Read My Lips’ Look Good ‹ Opposition Report,http://winningdemocrats.com/trump-just-made-a-campaign-promise-so-ridiculous-it-makes-read-my-lips-look-good/,http://winningdemocrats.com,,True,0.0
Fake_24-Webpage,Top Army Chief of Staff General Has Had It With Obama Incompetence ⋆ US Herald,http://usherald.com/top-army-chief-of-staff-general-has-had-it-with-obama-incompetence?utm_source=aep&utm_medium=generalobamaincompetent&utm_campaign=fbext,http://usherald.com,1429715433000.0,True,1.0
Fake_25-Webpage,Congress MUST Act! Five Days Until Obama's Internet Giveaway [Video],http://allenwestrepublic.com/2016/09/25/congress-must-act-five-days-until-obamas-internet-giveaway-video/,http://allenwestrepublic.com,1474761600000.0,True,1.0
Fake_26-Webpage,Clemson BANS Memes Featuring Dead Gorilla Harambe…Promotes “Rape Culture” and “Racism” – Eagle Rising,http://eaglerising.com/37061/clemson-bans-memes-featuring-dead-gorilla-harambe-promotes-rape-culture-and-racism/,http://eaglerising.com,1474871438000.0,True,401.0
Fake_27-Webpage,How Democrats are Going to Try to STEAL the Election for Hillary – Eagle Rising,http://eaglerising.com/37044/how-democrats-are-going-to-try-to-steal-the-election-for-hillary/,http://eaglerising.com,1474874132000.0,True,1.0
Fake_28-Webpage,"“If You Can’t Run Your Own House, You Certainly Can’t Run the White House” – Eagle Rising",http://eaglerising.com/37040/michelle-obama-attacks-hillary-if-you-cant-run-your-own-house-you-certainly-cant-run-the-white-house/,http://eaglerising.com,1474874411000.0,True,9660.0
Fake_29-Webpage,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,,,,True,1.0
Fake_3-Webpage,Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising,http://eaglerising.com/36841/why-is-it-racist-to-question-someones-birth-certificate/,http://eaglerising.com,1474243356000.0,True,1.0
Fake_30-Webpage,"Homosexual Thinks Muslims Will Accept Him, Instantly Learns How They Deal With LGBT",,,,True,3.0
Fake_31-Webpage,REVEALED! Minnesota Mall Attacker ID'd As One Of Hillary's Somali Muslim Refugees,,,,True,1.0
Fake_32-Webpage,NYC Terrorist Ahmad Rahami Sued Police Department for ‘Religious Persecution’ in 2011! ⋆ Freedom Daily,http://freedomdaily.com/nyc-terrorist-ahmad-rahami-sued-police-department-religious-persecution-2011/,http://freedomdaily.com,1474318074000.0,True,10.0
Fake_33-Webpage,Fast Food CEO Threatens To Fire Everyone If A Democrat Wins The Presidency,http://author.groopspeak.com/fast-food-ceo-threatens-to-fire-everyone-if-a-democrat-wins-the-presidency/,http://author.groopspeak.com,,True,3.0
Fake_34-Webpage,BREAKING: WikiLeaks Releases Proof Hillary Lied and The FBI Covered It Up,,,,True,2.0
Fake_35-Webpage,Angela Merkel Admits Bringing In Muslim Refugees Was A Big Fat Mistake,https://goo.gl/aKyOlG,https://goo.gl,1503566460000.0,True,3.0
Fake_36-Webpage,"DISGUSTING! Because Of Hillary & Obama, NY Terrorist Will Get Better Treatment Than US Vets! ⋆ Freedom Daily",http://freedomdaily.com/disgusting-because-of-hillary-obama-ny-terrorist-will-get-better-treatment-than-us-vets/,http://freedomdaily.com,1474408962000.0,True,0.0
Fake_37-Webpage,DESPICABLE! Hillary Wants To Put Hero Cop Who Stopped Mall Terror Attack Out Of BUSINESS ⋆ Freedom Daily,http://freedomdaily.com/despicable-hillary-wants-put-hero-cop-stopped-mall-terror-attack-business/,http://freedomdaily.com,1474396550000.0,True,9.0
Fake_38-Webpage,UNFIT! Look What Hillary Needed To Get Up The Stairs At Her Rally Today! ⋆ Freedom Daily,http://freedomdaily.com/unfit-look-what-hillary-needed-to-get-up-the-stairs-at-her-rally-today/,http://freedomdaily.com,1474391469000.0,True,1.0
Fake_39-Webpage,Website is Down For Maintenance,http://www.proudcons.com/clinton-foundation-caught-in-their-most-disturbing-scheme-yet-countless-people-died/,http://www.proudcons.com,,True,506000.0
Fake_4-Webpage,"HILLARY ON DISABLED CHILDREN During Easter Egg Hunt: ""When are they going to get those f*g ree-tards out of here?"" * 100percentfedUp.com",http://100percentfedup.com/hillary-on-disabled-children-during-easter-egg-hunt-when-are-they-going-to-get-those-fg-ree-tards-out-of-here/,http://100percentfedup.com,1466439263000.0,True,1.0
Fake_40-Webpage,No WAY! Liberal Judge Just Made A Law For Black Males To Do This DISGUSTING Thing To Cops ⋆ Freedom Daily,http://freedomdaily.com/no-way-liberal-judge-just-made-law-black-males-disgusting-thing-cops/,http://freedomdaily.com,1474488840000.0,True,6.0
Fake_41-Webpage,Clinton's Exploited Haiti Earthquake ‘to Steal Billions of Dollars from the Sick and Starving’ ⋆ Freedom Daily,http://freedomdaily.com/former-haitian-senate-president-clintons-exploited-haiti-earthquake-steal-billions-dollars-sick-starving/,http://freedomdaily.com,1474503317000.0,True,8.0
Fake_42-Webpage,BOOM! Merkel Admits Flooding Germany With Muslim Refugees,http://freedomdaily.com/boom-merkel-admits-flooding-germany-with-muslim-refugees-was-wrong/,http://freedomdaily.com,1474479592000.0,True,1.0
Fake_43-Webpage,"SICK! Muslim Refugee Beats, Urinates On Pregnant Woman After Seeing What She Has ⋆ Freedom Daily",http://freedomdaily.com/sick-muslim-refugee-beats-urinates-on-pregnant-woman-after-seeing-what-she-has/,http://freedomdaily.com,1474489591000.0,True,1.0
Fake_44-Webpage,Republicans Push Bill To Legalize Voter Intimidation To Help Trump In Pennsylvania,http://www.addictinginfo.org/2016/09/22/republicans-push-bill-to-legalize-voter-intimidation-to-help-trump-in-pennsylvania/,http://www.addictinginfo.org,1474502400000.0,True,2.0
Fake_45-Webpage,Female Muslim-American Olympian Bashes U.S.A. —Goes Off The Hinges About Why America Sucks! ⋆ Freedom Daily,http://freedomdaily.com/female-muslim-american-olympian-bashes-u-s-a-goes-off-the-hinges-about-why-america-sucks/,http://freedomdaily.com,1470794442000.0,True,1.0
Fake_46-Webpage,Charlotte Thugs Leaves Cop’s Body With Disgusting Thing They Did... ⋆ Freedom Daily,http://freedomdaily.com/charlotte-thugs-leaves-cops-body-disgusting-thing/,http://freedomdaily.com,1474566193000.0,True,1.0
Fake_47-Webpage,Obama Told Americans That Their Freedom Is Over And,http://freedomdaily.com/nasty-surprise-obama-told-americans-that-their-freedom-is-over-and-new-world-government-is-taking-over/,http://freedomdaily.com,1474567449000.0,True,4.0
Fake_48-Webpage,Tebow DISMANTLES national anthem protests in one sentence...BOOM! ⋆ Freedom Daily,http://freedomdaily.com/tebow-dismantles-national-anthem-protests-one-sentence-boom/,http://freedomdaily.com,1474577949000.0,True,1.0
Fake_49-Webpage,Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here ⋆ Freedom Daily,http://freedomdaily.com/breaking-federal-agents-make-massive-discovery-southern-border-isis-2/,http://freedomdaily.com,1474573054000.0,True,1.0
Fake_5-Webpage,'Reporters' FLEE When Clintons Get EXPOSED!,http://clashdaily.com/2016/09/watch-trump-visits-little-haiti-miami-reporters-flee-clintons-get-exposed/?utm_source=referral&utm_medium=facebook.com&utm_campaign=lasmpfb,http://clashdaily.com,1474208802000.0,True,3.0
Fake_50-Webpage,Australia Voted To Ban Muslims And Liberals Are Pissed,https://goo.gl/p7jFZG,https://goo.gl,1474616571000.0,True,4.0
Fake_51-Webpage,"Two White Men Doused With Gasoline, Set On FIRE By Blacks",http://freedomdaily.com/white-men-set-on-fire-by-blacks-media-censored/,http://freedomdaily.com,1474663910000.0,True,10.0
Fake_52-Webpage,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car",,,,True,2.0
Fake_53-Webpage,CNN’s Post-Debate Rigged Poll Busted…Here Are The Real Results,,,,True,1.0
Fake_54-Webpage,"The NFL Told Russell Wilson Not To Speak About His Faith, So He Did Something Fans Couldn't Believe ⋆ Freedom Daily",http://freedomdaily.com/nfl-told-russell-wilson-not-speak-faith-something-fans-couldnt-believe/,http://freedomdaily.com,1474918718000.0,True,18900.0
Fake_55-Webpage,The Pope Flat Out Called Fox News Type Journalism ‘Terrorism’,http://author.addictinginfo.org/2016/09/23/the-pope-flat-out-called-fox-news-type-journalism-terrorism/,http://author.addictinginfo.org,1474588800000.0,True,1.0
Fake_56-Webpage,"HERE IT IS! The Winner of the First Debate Was Just Announced, And the Winner Is…",http://freedomdaily.com/here-it-is-the-winner-of-the-first-debate-was-just-announced-and-the-winner-is/,http://freedomdaily.com,1475009830000.0,True,0.0
Fake_57-Webpage,Hillary Thought She Won The Debate. Didn’t Expect This To Happen To Prove Her Wrong.,http://www.yesimright.com/hillary-thought-she-won-the-debate-didnt-expect-this-to-happen-to-prove-her-wrong/,http://www.yesimright.com,1474995707000.0,True,0.0
Fake_58-Webpage,Riot Police DID Shoot Unarmed Charlotte Protester In Head,http://occupydemocrats.com/2016/09/22/multiple-witnesses-riot-police-shoot-unarmed-charlotte-protester-head/,http://occupydemocrats.com,1474502400000.0,True,1.0
Fake_59-Webpage,"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",http://occupydemocrats.com/2016/09/23/bombshell-abc-reveals-trump-paid-hundreds-millions-russian-oligarchs-2/,http://occupydemocrats.com,1474588800000.0,True,7.0
Fake_6-Webpage,Bombing Suspect Filed Anti-Muslim Discrimination Lawsuit Against Police – Eagle Rising,http://eaglerising.com/36871/bombing-suspect-filed-anti-muslim-discrimination-lawsuit-against-police/,http://eaglerising.com,1474326313000.0,True,896000.0
Fake_60-Webpage,"New Jersey Moves To Impeach Chris Christie Over ""Bridgegate""",http://occupydemocrats.com/2016/09/23/breaking-new-jersey-moves-impeach-chris-christie-bridgegate/,http://occupydemocrats.com,1474588800000.0,True,3.0
Fake_61-Webpage,Newsweek Accuses Trump Of Committing A Felony,http://occupydemocrats.com/2016/09/23/just-newsweek-accuses-trump-committing-felony/,http://occupydemocrats.com,1474588800000.0,True,2.0
Fake_62-Webpage,Surgeon General warns: Drinking every time Trump lies during debate could result in acute alcohol poisoning,,,,True,8.0
Fake_63-Webpage,Putin's Troll Army Caught Rigging Twitter To Pretend Trump Won,http://occupydemocrats.com/2016/09/27/breaking-putins-troll-army-caught-rigging-twitter-pretend-trump-won/,http://occupydemocrats.com,1474934400000.0,True,2.0
Fake_64-Webpage,Trump Supreme Court Pick Sued By Feds For Racial Discrimination,http://occupydemocrats.com/2016/09/28/trumps-biggest-silicon-valley-donor-sued-by-feds-for-discrimination/,http://occupydemocrats.com,1475020800000.0,True,0.0
Fake_65-Webpage,Note In Arabic Found With NYC Bomb… Call Says There Will Be More Bombings,http://rightwingnews.com/top-news/note-arabic-found-nyc-bomb-call-says-will-bombings/,http://rightwingnews.com,1474264661000.0,True,0.0
Fake_66-Webpage,Donald Trump Goes Off The Deep End–May Be Unfit For Debate ‹ Opposition Report,http://winningdemocrats.com/donald-trump-goes-off-the-deep-end-may-be-unfit-for-debate/,http://winningdemocrats.com,,True,0.0
Fake_67-Webpage,Secret Video Records MASSIVE Hillary Event Flop!,http://rightwingnews.com/hillary-clinton-2/secret-video-records-massive-hillary-event-flop/,http://rightwingnews.com,1474291954000.0,True,0.0
Fake_68-Webpage,CNN FURIOUS and Embarrassed After Trump Called Them Out For One Major Thing,http://rightwingnews.com/donald-trump/cnn-furious-embarrassed-trump-called-them-one-major-thing/,http://rightwingnews.com,1474297518000.0,True,873000.0
Fake_69-Webpage,New York bomb Suspect SUED Police!,http://rightwingnews.com/top-news/new-york-bomb-suspect-sued-police/,http://rightwingnews.com,1474312146000.0,True,3.0
Fake_7-Webpage,Clinton Foundation Spent 5.7% on Charity; Rest Went to “Salaries” and “Other Expenses” – Eagle Rising,http://eaglerising.com/36847/clinton-foundation-spent-5-7-on-charity-rest-went-to-salaries-and-other-expenses/,http://eaglerising.com,1474326713000.0,True,4760.0
Fake_70-Webpage,Obama’s Speech In New York Shocks Americans When He Says THIS About Attacks!,http://rightwingnews.com/top-news/obamas-speech-new-york-shocks-americans-says-attacks/,http://rightwingnews.com,1474315116000.0,True,0.0
Fake_71-Webpage,Bill And Hillary Clinton Have A MAJOR AIDS Scandal!,http://www.thepoliticalinsider.com/clinton-aids-bill-hillary-major-scandal/?source=RWN,http://www.thepoliticalinsider.com,1474389602000.0,True,804000.0
Fake_72-Webpage,Changing Your Baby's Diaper Is Now A Sex Crime In Arizona,http://www.chicksontheright.com/changing-your-babys-diaper-is-now-a-sex-crime-in-arizona/?utm_source=RWN&utm_medium=RWN&utm_campaign=RWN,http://www.chicksontheright.com,1474332562000.0,True,0.0
Fake_73-Webpage,Michelle Obama NOT Leaving The White House – Hillary Clinton Has Terrifying New Role For Her!?!?,http://rightwingnews.com/top-news/michelle-obama-not-leaving-white-house-hillary-clinton-terrifying-new-role/,http://rightwingnews.com,1474400493000.0,True,0.0
Fake_74-Webpage,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…,http://rightwingnews.com/hillary-clinton-2/new-clinton-foundation-scandal-just-broke-hillary-actually-thinks-black-people/,http://rightwingnews.com,1474467005000.0,True,0.0
Fake_75-Webpage,BREAKING: Judge DEMANDS Release Of Clinton’s Security Training Files – She Has 5 Days…,http://rightwingnews.com/hillary-clinton-2/breaking-judge-demands-release-clintons-security-training-files-5-days/,http://rightwingnews.com,1474478371000.0,True,0.0
Fake_76-Webpage,Networks Confirm They Will Not Be Fact-Checking Donald Trump In Any Way,http://addictinginfo.org/2016/09/26/networks-confirm-they-will-not-be-fact-checking-donald-trump-in-any-way/,http://addictinginfo.org,1474848000000.0,True,1.0
Fake_77-Webpage,"Decades-Old Clinton Friend Comes Forward, Says She Knows What's Happening to Hillary",http://conservativetribune.com/clinton-friend-happening-hillary/?utm_source=Facebook&utm_medium=RightWingNews&utm_content=2016-09-21&utm_campaign=manualpost,http://conservativetribune.com,1474416000000.0,True,2.0
Fake_78-Webpage,"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",https://ihavethetruth.com/2016/03/27/162167/,https://ihavethetruth.com,1459036800000.0,True,106.0
Fake_79-Webpage,White Guy Walled In Car By BlackLivesMatter Protesters – They See What He’s Brandishing And Scatter…,http://rightwingnews.com/top-news/white-guy-walled-car-blacklivesmatter-protesters-see-hes-brandishing-scatter/,http://rightwingnews.com,1474580005000.0,True,70600.0
Fake_8-Webpage,The Black Sphere with Kevin Jackson,http://theblacksphere.net/2016/09/chicago-environmentalist-scumbags/,http://theblacksphere.net,1474313372000.0,True,948.0
Fake_80-Webpage,Obama: “I bet when I die you’ll be happy to pee on my grave.”,https://ihavethetruth.com/2016/01/30/obama-i-bet-when-i-die-youll-be-happy-to-pee-on-my-grave/,https://ihavethetruth.com,1454112000000.0,True,66800.0
Fake_81-Webpage,SURPRISE! 70% Of Charlotte RIOTERS Are Not From There – Guess What That Means… [VIDEO],http://rightwingnews.com/black-lives-matter/surprise-70-charlotte-rioters-not-guess-means-video/,http://rightwingnews.com,1474651120000.0,True,10.0
Fake_82-Webpage,Hillary's DEAD!?!? Brand New Theory Has Serious PROOF,http://www.thepoliticalinsider.com/hillary-health-dead-brand-new-theory/?source=RWN,http://www.thepoliticalinsider.com,1474575278000.0,True,0.0
Fake_83-Webpage,EXPOSED: Soros Funding Fake Veterans’ PAC To Take Trump Down,http://rightwingnews.com/top-news/exposed-soros-funding-fake-veterans-pac-to-take-trump-down/,http://rightwingnews.com,1474871998000.0,True,177000.0
Fake_84-Webpage,OUTRAGE! Obama Spends $770M Dollars In Tax Payer Money To Renovate Mosques Over Seas… [VIDEO],http://rightwingnews.com/barack-obama/outrage-obama-spends-770m-dollars-tax-payer-money-renovate-mosques-seas-video/,http://rightwingnews.com,1474896577000.0,True,1.0
Fake_85-Webpage,BOOM! Marines Send TERRORISTS Scathing Message [VIDEO],http://rightwingnews.com/military/boom-marines-send-terrorists-scathing-message/,http://rightwingnews.com,1474903539000.0,True,0.0
Fake_86-Webpage,BOOM! Charlotte Officials FINALLY Silence Rioters With One E P I C Announcement! [VIDEO],http://rightwingnews.com/black-lives-matter/boom-charlotte-officials-finally-silence-rioters-one-e-p-c-announcement/,http://rightwingnews.com,1474904704000.0,True,1.0
Fake_87-Webpage,BREAKING: Steps to FORCE FBI Director Comey to Resign In Process – Hearing Decides His Fate Sept 28,http://rightwingnews.com/hillary-clinton-2/breaking-steps-force-fbi-director-comey-resign-process-hearing-decides-fate-sept-28/,http://rightwingnews.com,1474907754000.0,True,2.0
